"id","output"
0,0.378131747245789
1,0.894686937332153
2,0.833551585674286
3,0.696285307407379
4,0.609079599380493
5,0.922635853290558
6,0.872068762779236
7,0.65379923582077
8,0.868223965167999
9,0.838735818862915
10,0.881666421890259
11,0.613803863525391
12,0.692512691020966
13,0.858763575553894
14,0.78413325548172
15,0.713704884052277
16,0.883581161499023
17,0.7762131690979
18,0.451461166143417
19,0.922540366649628
20,0.478041231632233
21,0.55511873960495
22,0.284563690423965
23,0.937834322452545
24,0.888680219650269
25,0.86249166727066
26,0.815922856330872
27,0.966487526893616
28,0.712750434875488
29,0.81569516658783
30,0.80651593208313
31,0.966257631778717
32,0.869000613689423
33,0.990876853466034
34,0.977978527545929
35,0.976911246776581
36,0.894155919551849
37,0.932679057121277
38,0.963928580284119
39,0.905762016773224
40,0.861368954181671
41,0.791722893714905
42,0.952077388763428
43,0.822625875473022
44,0.830735206604004
45,0.860691845417023
46,0.921130955219269
47,0.655478835105896
48,0.885392248630524
49,0.484119683504105
50,0.763925075531006
51,0.87852019071579
52,0.398950636386871
53,0.670439124107361
54,0.692814707756042
55,0.440751940011978
56,0.57642936706543
57,0.887214422225952
58,0.873914897441864
59,0.70994108915329
60,0.925444483757019
61,0.237836837768555
62,0.272707015275955
63,0.297284781932831
64,0.519365072250366
65,0.147753566503525
66,0.432722568511963
67,0.489975392818451
68,0.612485826015472
69,0.461080938577652
70,0.472238957881927
71,0.77826464176178
72,0.67968076467514
73,0.338857620954514
74,0.683997809886932
75,0.555035054683685
76,0.668129742145538
77,0.428408026695251
78,0.383673638105392
79,0.216181263327599
80,0.328633606433868
81,0.166049361228943
82,0.768884062767029
83,0.432924836874008
84,0.0960217043757439
85,0.136986523866653
86,0.0998955518007278
87,0.481611728668213
88,0.138177782297134
89,0.201957583427429
90,0.154155924916267
91,0.248880177736282
92,0.594642639160156
93,0.750396966934204
94,0.647490680217743
95,0.813592493534088
96,0.674959897994995
97,0.503775179386139
98,0.440229952335358
99,0.464578211307526
100,0.631757616996765
101,0.928592145442963
102,0.934993267059326
103,0.57553893327713
104,0.858589351177216
105,0.92405092716217
106,0.684559285640717
107,0.805539727210999
108,0.966995120048523
109,0.959353148937225
110,0.918448686599731
111,0.715284943580627
112,0.931748509407043
113,0.913091480731964
114,0.921459317207336
115,0.933092296123505
116,0.90971702337265
117,0.905627965927124
118,0.922902822494507
119,0.836599469184875
120,0.929190158843994
121,0.775225222110748
122,0.839864253997803
123,0.805396795272827
124,0.796380460262299
125,0.933926463127136
126,0.948017418384552
127,0.973772525787354
128,0.841000914573669
129,0.928553819656372
130,0.687021374702454
131,0.748903393745422
132,0.897445142269135
133,0.94691401720047
134,0.851346671581268
135,0.934328317642212
136,0.790680646896362
137,0.822179138660431
138,0.843868374824524
139,0.898506462574005
140,0.855718970298767
141,0.897729814052582
142,0.793412864208221
143,0.877914667129517
144,0.901082456111908
145,0.977965772151947
146,0.805598378181458
147,0.876128435134888
148,0.941042721271515
149,0.92580235004425
150,0.923230707645416
151,0.882927179336548
152,0.872524738311768
153,0.798356711864471
154,0.92457115650177
155,0.922125816345215
156,0.914762258529663
157,0.960351824760437
158,0.927798748016357
159,0.912781417369843
160,0.971200108528137
161,0.963191151618958
162,0.834286630153656
163,0.966540277004242
164,0.906145751476288
165,0.943252742290497
166,0.962052822113037
167,0.900627434253693
168,0.817765653133392
169,0.956151723861694
170,0.921534597873688
171,0.916602909564972
172,0.900672793388367
173,0.944981694221497
174,0.959959506988525
175,0.871316850185394
176,0.938250839710236
177,0.864690959453583
178,0.878126859664917
179,0.958641827106476
180,0.836582005023956
181,0.937227725982666
