"id","output"
0,0.01645727455616
1,0.996231257915497
2,0.328417122364044
3,0.0806397721171379
4,0.0173272415995598
5,0.996256232261658
6,0.787741422653198
7,0.903986930847168
8,0.996275663375854
9,0.996275663375854
10,0.653034627437592
11,0.211078196763992
12,0.0715279653668404
13,0.905509471893311
14,0.81881457567215
15,0.996187746524811
16,0.996105194091797
17,0.309407144784927
18,0.231491178274155
19,0.996105194091797
20,0.0138811487704515
21,0.0491442754864693
22,0.0183106604963541
23,0.99613094329834
24,0.996275663375854
25,0.111835911870003
26,0.133842185139656
27,0.996150970458984
28,0.748615086078644
29,0.996231257915497
30,0.996039032936096
31,0.996085643768311
32,0.911417067050934
33,0.995954751968384
34,0.996085643768311
35,0.996085643768311
36,0.996231257915497
37,0.996275663375854
38,0.996275663375854
39,0.996275663375854
40,0.996150970458984
41,0.996275663375854
42,0.996275663375854
43,0.996150970458984
44,0.996231257915497
45,0.99613094329834
46,0.996150970458984
47,0.961606383323669
48,0.996275663375854
49,0.06503976136446
50,0.0985454767942429
51,0.444341003894806
52,0.013511260971427
53,0.20496866106987
54,0.36609223484993
55,0.0689686164259911
56,0.00992646440863609
57,0.870990574359894
58,0.996275663375854
59,0.186614483594894
60,0.996275663375854
61,0.266729235649109
62,0.017832588404417
63,0.0170752312988043
64,0.0179368201643229
65,0.0159986633807421
66,0.269197255373001
67,0.294843047857285
68,0.0169292241334915
69,0.297311067581177
70,0.299559354782104
71,0.753515779972076
72,0.671812772750854
73,0.0173007268458605
74,0.877857446670532
75,0.0199944227933884
76,0.0152754103764892
77,0.0188879910856485
78,0.017838416621089
79,0.0203823819756508
80,0.0191401764750481
81,0.0186860766261816
82,0.996231257915497
83,0.0167169570922852
84,0.0188059415668249
85,0.0176218394190073
86,0.0170614942908287
87,0.0201002079993486
88,0.020299069583416
89,0.0198701433837414
90,0.0192470625042915
91,0.0176218394190073
92,0.0190571658313274
93,0.967845022678375
94,0.0152283720672131
95,0.928101181983948
96,0.0176218394190073
97,0.935594022274017
98,0.0191842596977949
99,0.199595913290977
100,0.0173772126436234
101,0.996150970458984
102,0.996275663375854
103,0.238050118088722
104,0.996231257915497
105,0.996275663375854
106,0.904371500015259
107,0.996275663375854
108,0.996231257915497
109,0.996275663375854
110,0.996231257915497
111,0.846483826637268
112,0.996275663375854
113,0.852581918239594
114,0.996150970458984
115,0.996150970458984
116,0.996150970458984
117,0.996150970458984
118,0.996150970458984
119,0.905798017978668
120,0.996275663375854
121,0.996150970458984
122,0.996150970458984
123,0.996231257915497
124,0.99613094329834
125,0.996275663375854
126,0.996150970458984
127,0.996150970458984
128,0.996150970458984
129,0.996150970458984
130,0.996231257915497
131,0.96827894449234
132,0.717055559158325
133,0.996150970458984
134,0.996275663375854
135,0.996275663375854
136,0.879389584064484
137,0.996231257915497
138,0.996234834194183
139,0.996150970458984
140,0.996150970458984
141,0.996150970458984
142,0.996209740638733
143,0.996150970458984
144,0.996275663375854
145,0.996275663375854
146,0.996105194091797
147,0.99613094329834
148,0.996150970458984
149,0.996150970458984
150,0.996150970458984
151,0.996150970458984
152,0.996150970458984
153,0.996150970458984
154,0.996105194091797
155,0.996275663375854
156,0.996150970458984
157,0.996150970458984
158,0.996275663375854
159,0.996275663375854
160,0.996275663375854
161,0.996275663375854
162,0.909119784832001
163,0.996150970458984
164,0.996254324913025
165,0.996150970458984
166,0.996275663375854
167,0.996105194091797
168,0.996275663375854
169,0.996150970458984
170,0.996150970458984
171,0.996150970458984
172,0.996150970458984
173,0.996150970458984
174,0.996150970458984
175,0.996150970458984
176,0.996150970458984
177,0.996150970458984
178,0.99613094329834
179,0.996150970458984
180,0.996105194091797
181,0.996275663375854
182,0.996150970458984
183,0.996275663375854
184,0.996150970458984
185,0.996150970458984
186,0.996150970458984
187,0.99613094329834
188,0.996150970458984
189,0.996150970458984
190,0.996150970458984
191,0.996150970458984
192,0.996150970458984
193,0.996150970458984
194,0.996275663375854
195,0.996275663375854
196,0.996105194091797
197,0.996275663375854
198,0.99613094329834
199,0.996150970458984
200,0.99613094329834
201,0.996150970458984
202,0.996150970458984
203,0.996150970458984
204,0.996150970458984
205,0.996150970458984
206,0.996150970458984
207,0.996150970458984
208,0.996150970458984
209,0.996150970458984
210,0.996231257915497
211,0.399118304252625
212,0.996275663375854
213,0.996150970458984
214,0.996150970458984
215,0.996150970458984
216,0.996105194091797
217,0.996231257915497
218,0.996150970458984
219,0.996150970458984
220,0.996150970458984
221,0.996275663375854
222,0.996150970458984
223,0.996275663375854
224,0.996150970458984
225,0.996275663375854
226,0.996150970458984
227,0.996275663375854
228,0.996150970458984
229,0.996150970458984
230,0.996231257915497
231,0.967552542686462
232,0.996105194091797
233,0.996150970458984
234,0.996150970458984
235,0.996150970458984
236,0.996150970458984
237,0.996150970458984
238,0.996105194091797
239,0.996150970458984
240,0.996150970458984
241,0.996150970458984
242,0.996275663375854
243,0.973226845264435
244,0.996231257915497
245,0.996150970458984
246,0.996150970458984
247,0.996275663375854
248,0.996275663375854
249,0.996275663375854
250,0.996275663375854
251,0.996275663375854
252,0.996150970458984
253,0.996275663375854
